,text,polarity,subjectivity
136,constantly.r.02 think.v.02 move.v.02 another.s.01 state.n.04 complaint.n.04 united_states_army.n.01 honestly.r.02 roe.n.04 volt.n.01 wade.v.01 get.v.03 overturn.v.02 might.n.01,0,-1
137,fuck.n.01 move.v.07 another.s.01 state.n.04,-1,1
138,think.v.02 move.v.02 another.s.01 state.n.04 trey.n.02 month.n.02 even.r.03 money.n.03 even.r.03,0,-1
139,hate.v.01 every.s.02 couple.n.01 month.n.02 right_field.n.01 make.v.18 think.v.03 move.v.15 another.s.01 state.n.04,-1,1
140,wish.v.02 move.v.07 another.s.01 state.n.04,0,-1
141,even.r.03 steering.n.02 employer.n.01 move.n.02 company.n.04 move.v.02 another.s.01 state.n.04 challenge.v.04 hour.n.01 responsibility.n.03 see.v.10 estimable.s.02 travel.n.01 train.v.02 checklist.n.01 volunteer.v.02 staff.n.06 move.v.02 abroad.r.01 move.n.02 exile.n.01 checklist.n.01,1,1
142,person.n.01 ever.r.03 catch.v.21 wish.v.02 transfer.v.06 name.n.06 ampere.n.02 move.v.07 another.s.01 state.n.04,1,1
143,two.s.01 workweek.n.01 move.v.07 another.s.01 state.n.04,0,-1
144,presently.r.02 trey.n.02 option.n.02 fly.v.06 united_kingdom.n.01 pay.v.09 two.s.01 three_hundred.s.01 tent-fly.n.01 another.s.01 state.n.04 united_kingdom.n.01 crimson.s.02 tilt.n.04 spend.v.03 ten.s.01 sidereal_day.n.01 wait.v.02 see.v.12 sa.n.01 travel.v.01 prohibition.n.02 rise.v.01 travel.v.01 part.n.10 either.r.01 price.n.03 luck.n.02 see.v.12 stay.v.02 somewhere.r.01,-1,1
145,plan.n.03 move.v.07 another.s.01 state.n.04 five.s.01 possibly.r.02,0,-1
146,thank.v.01 another.s.01 basketball_team.n.01 star_topology.n.01 revue.n.01 team.n.01 move.v.07 kin.n.01 another.s.01 state.n.04 u.s.01 include.v.03 try.v.07 buy.v.01 fomite.n.01 besides.r.02,1,1
147,think.v.13 leave.v.02 stead.n.01 live.v.02 move.v.04 another.s.01 state.n.04 likely.a.01 startle.v.02 research.v.02 option.n.02 occur.v.02 across.r.02 terminus.n.03 wish.v.02 investor.n.01 program.v.02 economic.s.04 citizenship.n.02 fortunate.s.02 visa.n.01 better.s.03,1,1
148,travel.v.01 another.s.01 state.n.04 travel.v.01 ghost.n.01 seem.v.03 wish.v.02 motion.n.06,0,-1
149,possibly.r.01 move.v.07 another.s.01 state.n.04 reset.v.02 universe.n.01,0,-1
150,honestly.r.02 stand-in.n.01 despite.n.02 talk.n.01 move.v.03 another.s.01 state.n.04 probably.r.01 near.a.01 make.v.03 work.v.09 subsequently.r.01 startle.v.02 interfere.v.01 west.n.02 national.a.03 comprehensive_examination.n.01,1,1
151,leave.v.08 family.n.01 transfer.v.06 problem.n.01 move.v.07 whole.a.01 populace.n.01 another.s.01 nation.n.02 six.s.01 amazing.s.02 tip.n.03 planning.n.03 move.v.07 overseas.r.02 external.s.03 exile.n.01,1,1
152,exit.v.01 chirrup.n.01 move.v.07 another.s.01 state.n.04,0,-1
153,besides.r.02 plan.n.03 log.v.02 main.s.03 keep_off.v.01 spoiler.n.05 tweet.v.01 putrefaction.n.01 thirteen.s.01 either.r.01 secret.s.05 besides.r.02 travel.v.01 another.s.01 state.n.04 sodium.n.01 try.v.01 get.v.03 much.a.01 react.v.01 discordance.n.01 regretful.a.01 progress.n.02,-1,1
154,move.v.07 another.s.01 state.n.04 pack.v.04 one.s.05 carry.n.01 sized.a.02 bag.n.06 pack.v.04 steak.n.01,0,-1
155,relocate.v.02 another.s.01 nation.n.02 option.n.02 earth.n.01 motion.n.06 nation.n.02 exist.v.02 two.s.01 bedroom.n.01 apartment.n.01 squash.v.01 inner.a.02 city.n.03 scantily.r.01 adequate.s.02 room.n.02 breath.n.05 thing.n.12 regretful.a.01 move.v.04 another.s.01 nation.n.02 plan.n.03,0,-1
156,never.r.02 take.v.01 photograph.n.01 anymore.r.01 travel.v.01 another.s.01 state.n.04,-1,1
157,move.v.07 another.s.01 state.n.04 startle.v.02 heavy.s.18 thinker.n.01 recently.r.01,0,-1
158,tweet.v.01 much.r.05 wan.s.03 sodium.n.01 suppose.v.01 move.v.07 another.s.01 state.n.04 tomorrow.n.02 in_truth.r.01 excited.a.02,1,1
159,move.v.07 another.s.01 state.n.04 vanish.v.04 turn.n.09 future.s.03 motion.n.06,0,-1
160,manifest.v.03 move.v.07 another.s.01 state.n.04 future.s.03 year.n.03 get.v.25 tattoo.n.03 determine.v.08 concert.n.01 learn.v.02 independent.s.04,0,-1
161,move.v.07 another.s.01 state.n.04 twenty.s.01 fresh.s.12 college.n.03,0,-1
162,complete.v.02 another.s.01 academic_degree.n.01 year.n.03 work.v.27 ampere.n.02 school.n.06 gain.v.08 promotion.n.03 work.n.05 approve.v.02 sustain.v.04 occupation.n.01 despite.n.02 move.v.02 another.s.01 nation.n.02 guarantee.n.03 move.v.02 whole.a.01 nation.n.02 many.a.01 thaw.n.01,-1,1
163,still.r.04 chew_the_fat.v.01 talk.v.02 travel.v.01 another.s.01 state.n.04 occur.v.02 suppose.v.01 hello.n.01,0,-1
164,want.v.02 person.n.01 move.v.07 another.s.01 state.n.04 bc.r.01 stay.v.04 uranium.n.01 everlastingly.r.01 move.v.07 somewhere.r.01 know.v.04 least.a.01 one.s.05 person.n.01,0,-1
165,morph.v.02 sound_recording.n.01 move.v.02 another.s.01 state.n.04 goal.n.01 month.n.02 help_oneself.v.01 visualize.v.01 transport.v.04 morph.v.02 angel.n.03 one.n.01,0,-1
166,travel.v.01 state.n.04 wear.v.09 uranium.n.01 experience.v.03 miscarriage.n.01 another.s.01 state.n.04 specially.r.01 republican.n.03 take.v.34 dominance.n.02 state.n.04,0,-1
167,think.v.01 move.v.07 another.s.01 state.n.04 newsworthy.s.01 excuse.v.03 reason.n.06 buttocks.n.01 hello.n.01 motion.n.06,-1,1
168,very.r.01 look.v.02 wish.v.02 travel.v.01 another.s.01 state.n.04 try_on.v.01 find.v.05 home.n.03 director.n.01 subject.n.02 godhead.n.01 workshop.n.01 administrator.n.01 drop.v.21 new.a.06 different.s.03 home.n.03 last.a.02 couple.n.01 calendar_month.n.01 baffling.s.01 besides.r.02 happy.s.04 berlin.n.03,1,1
169,move.v.15 another.s.01 state.n.04 keep_off.v.01 tax.n.01 in_truth.r.01 incorrect.a.01 financially.r.01 trouble.n.01 wreck.n.04 havoc.n.01 ampere.n.02 audit.v.01 lewis.n.06 ampere.n.02 bring.v.03 every.s.02 unmarried.a.01 time.n.01 lewis.n.06 mess.v.02 simply.r.03 make.v.16 meme.n.01 ampere.n.02 laugh.v.01 predict.v.01 day.n.01,1,1
170,nothing.n.01 like.v.04 shout.v.02 health.n.02 insurance.n.01 make.v.43 see.v.05 move.v.15 another.s.01 state.n.04,0,-1
171,sexual.a.02 tension.n.04 move.v.07 another.s.01 state.n.04 strong.s.09,0,-1
172,year.n.03 try.v.01 arduous.s.01 avoid.v.01 startle.v.02 uranium.n.01 sleep_together.v.01 start.n.08 work.v.09 constantly.r.02 clear.s.06 fuck.n.01 guilt.n.02 trip.v.04 act.v.01 another.s.01 area.n.01,-1,1
173,move.v.07 another.s.01 state.n.04 sterilize.v.02,0,-1
174,wife.n.01 supporter.n.01 move.v.07 another.s.01 state.n.04 wife.n.01 sad.s.02 try.v.01 state.v.01 word.n.02 encouragement.n.03 idiot.n.01,-1,1
175,move.v.02 another.s.01 state.n.04 big.s.02 job.n.02 even.r.03 k.n.07 interim.n.01 get_down.v.07 many.a.01 thing.n.04 necessitate.v.01 settle.v.19 first.r.03 day.n.10 workplace.n.01 see.v.17 snow.n.03 yet.r.01,0,-1
176,funny.s.04 local.a.03 ice_hockey.n.01 team.n.02 spend.v.03 last.s.09 twenty-five.s.01 year.n.03 thirty-one.s.01 animated.a.01 satellite.n.02 miserably.r.01 icky.s.01 effective.s.04 cup.n.08 luck.n.02 move.v.04 another.s.01 state.n.04,1,1
177,tear.v.03 gunman.n.02 another.s.01 shooting.n.02 uranium.n.01 stopping_point.n.01 move.v.11 another.s.01 state.n.04,-1,1
178,work.n.05 respect.v.01 request.v.03 day.n.10 thing.n.09 very.r.01 make.v.45 see.v.05 move.v.02 another.s.01 state.n.04,1,1
179,risk.v.01 animation.n.01 record.v.01 another.s.01 country.n.04 one.s.01 refugee.n.01 wedge.v.02 leave.v.02 country.n.04 scat.v.01 war.n.04 persecution.n.01 natural.s.09 disaster.n.03 two.s.01 migrant.s.01 voluntarily.r.01 move.v.02 receive.v.02 work.n.05 good.s.17 animation.n.01 condition.n.05 medium.n.09 brainwash.v.02,-1,1
180,station.v.01 child.n.02 school.n.07 state.n.04 bring.v.04 changeable.s.04 point.n.22 tip.n.03 resource.n.03 advice.n.01 move.v.02 another.s.01 state.n.04 permanently.r.01 try.v.01 citizenship.n.02 disabled.s.01 please.v.02 post.n.11 obvious.a.01 seem.v.04,0,-1
181,many.a.01 artwork.n.01 script.n.01 count.v.02 much.a.01 move.v.07 another.s.01 state.n.04 price.n.03 much.a.01 north.n.03 vitamin_e.n.01,0,-1
182,move.v.07 another.s.01 state.n.04 entirely.r.02 voice.v.02 realistic.a.03 everyday.s.03,0,-1
183,move.v.07 another.s.01 state.n.04,0,-1
184,think.v.13 move.v.07 another.s.01 state.n.04 every.s.02 time.n.06 election.n.04 united_states.n.01,0,-1
185,travel.v.01 doge.n.01 very.r.01 wish.v.02 tesla.n.02 travel.v.01 another.s.01 state.n.04 start.v.10 new.s.05 life.n.03 doge.n.01 take.v.29 anywhere.r.01 rest.n.02 tesla.n.02 much.a.01 future.n.03 ampere.n.02,1,1
186,regretful.a.01 thing.n.12 move.v.11 another.s.01 state.n.04 entirely.r.02 u.s.01 never.r.02 trust.v.06 literally.r.02,-1,1
187,prostate_specific_antigen.n.01 plan.v.02 travel.v.01 another.s.01 state.n.04 spouse.n.01 think.v.03 long.r.01 hard.r.10 make.v.16 certain.a.04 career.n.02 set.v.04 arduous.s.01 repent.v.02 decision.n.01 travel.v.01 back.r.04 time.n.06,0,-1
188,decidedly.r.01 move.v.07 another.s.01 state.n.04,0,-1
189,month.n.02 try.v.01 find_oneself.v.01 proper.s.04 person.n.01 act.v.01 another.s.01 state.n.04 deal.v.08 raw.s.12 natural.s.09 gemini.n.01 originate.v.01 quicker.r.01 have_a_bun_in_the_oven.v.01 ultimately.r.01 transcendent.s.02 manner.n.01 wait.v.02,1,1
190,okay.r.01 girlfriend.n.02 get_down.v.07 apartment.n.01 mean.v.05 soon.r.01 move.v.14 another.s.01 nation.n.02 live.v.02 get_down.v.07 life_sentence.n.01 start.n.06 possibly.r.01 thirty.s.01 year.n.03 old_age.n.01 ultimately.r.01 find.v.10 happiness.n.02,0,-1
191,motion.n.06 suburb.n.01 idaho.n.01 either.r.01 retain.v.02 run.v.14 large.a.01 city.n.03 travel.v.01 another.s.01 nation.n.02 live.v.07 mountain.n.01 one.s.05,1,1
192,dynasty.n.01 ultimately.r.01 move.v.07 another.s.01 state.n.04,0,-1
193,very.r.01 desire.v.01 study.v.05 overseas.r.02 future.s.03 year.n.03 look.v.02 chilling.s.01 move.v.04 another.s.01 state.n.04 entirely.r.02 korea.n.01 look.v.02 very.r.01 safe.a.01 different.s.03 united_kingdom.n.01 cost.v.02 much.a.01 huge.s.01 terminology.n.01 barrier.n.03 stead.n.01 wish.v.02 spain.n.01 france.n.01 nearer.r.01,0,-1
194,travel.v.01 another.s.01 state.n.04 travel.v.01 ghost.n.01 seem.v.03 wish.v.02 motion.n.06,0,-1
195,thought.n.03 travel.v.01 another.s.01 state.n.04 look.v.02 fun.n.02 u.s.01 need.v.03 adapt.v.01 magazine.n.01 adjust.v.04 nanogram.n.01 homesick.s.01 every.s.02 night.n.07 front.v.01 acquaintance.n.03 kin.n.01 front.v.01,1,1
196,move.v.07 another.s.01 state.n.04,0,-1
197,umbrage.n.01 move.v.07 another.s.01 state.n.04 next.r.01 two.s.01 year.n.03 actually.r.04 sucking.n.01,-1,1
198,travel.v.01 another.s.01 state.n.04 travel.v.01 ghost.n.01 seem.v.03 wish.v.02 motion.n.06,1,1
199,u.s.01 ultimately.r.01 switch.n.07 three.s.01 workweek.n.01 bc.r.01 uranium.n.01 move.v.11 another.s.01 state.n.04,0,-1
200,think.v.13 move.v.07 another.s.01 state.n.04 old.a.02,0,-1
201,spill.n.03 slow.a.01 future.s.03 couple.n.01 workweek.n.01 artist.n.01 move.v.02 another.s.01 country.n.04 whitethorn.n.01 odd.s.05 random.a.01 drop_curtain.n.01 though.r.01 keep.v.19 eye.n.02 undress.v.01 interim.n.01 photograph.n.01 caterpillar.n.02,0,-1
202,tomorrow.n.01 big.s.02 day.n.01 wife.n.01 baby.n.04 move.v.07 another.s.01 country.n.02 adieu.n.01 germany.n.01 hello.n.01 malta.n.01,0,-1
203,significant.a.01 gratuity.n.01 pass.v.05 travel.v.06 move.v.02 another.s.01 country.n.02 please.v.03 see.v.10 water_faucet.n.01 water.n.01 timbre.n.01 visit.v.07 santiago_de_los_caballeros.n.01 sick.s.06 workweek.n.01 wonder.v.02 bc.r.01 water.n.01 timbre.n.01 poor.a.04 use.v.06 uranium.n.01,-1,1
204,highly.r.03 study.v.03 move.v.07 another.s.01 state.n.04,1,1
205,think.v.01 move.v.07 another.s.01 state.n.04 one.s.01 two.s.01 year.n.03 feel.v.08,0,-1
206,crumpet.n.01 strictly.r.01 british.a.01 thing.n.09 available.s.03 nation.n.02 wish.v.02 remember.v.01 happy.s.04 move.v.07 another.s.01 nation.n.02 lack.n.01 crumpet.n.01 potential.a.01 stick.v.13 item.n.01 dependable.s.02,1,1
207,act.v.01 another.s.01 state.n.04 carry.v.02 one.s.05 carry.n.01 sized.a.02 bag.n.02 carry.v.02 carry.v.02 earphone.n.01 earphone.n.01 possibly.r.01 world_power.n.01 think.v.05 adequate.s.02,-1,1
208,move.v.07 another.s.01 state.n.04,0,-1
209,spell.v.02 record.n.07 way.n.11 play.v.17 unintelligent.a.01 buy.v.05 move.v.02 another.s.01 state.n.04 month.n.02 sleep_together.v.01 logistics.n.01 much.r.05 potential.a.01,-1,1
210,another.s.01 anxiety.n.01 attack.n.05 make.v.45 nauseating.s.01 swear.v.04 every.s.02 day.n.01 workweek.n.01 think.v.02 have_a_bun_in_the_oven.v.01 move.v.15 another.s.01 state.n.04 year.n.03 following.s.02 month.n.02,0,-1
211,move.v.07 another.s.01 state.n.04 pack.v.04 one.s.05 carry.n.01 sized.a.02 bag.n.06 pack.v.04 one.s.05 massive.s.04 fuck.n.01 bag.n.06 stop.v.01,-1,1
212,move.v.07 another.s.01 state.n.04 never.r.02 topple.v.02,-1,1
213,dream.v.02 swot.n.01 group.n.01 foreign.a.02 thing.n.07 scenario.n.03 suppose.v.01 adieu.n.01 move.v.07 another.s.01 state.n.04 world.n.08 cry.v.02 unvoiced.a.01 pipe_dream.n.01 wake_up.v.02 tear.n.04,-1,1
214,travel.v.01 another.s.01 state.n.04 travel.v.01 ghost.n.01 look.v.02 wish.v.02 move.n.01 make.v.42,0,-1
215,productive.s.03 saturday.n.01 about.r.07 ampere.n.02 get.v.01 leaky.s.02 tire.n.01 sterilize.v.02 write.v.01 paragraph.n.01 mail.v.02 script.n.01 new.a.01 supporter.n.01 watch.v.01 plot.n.01 gain.v.08 driveway.n.01 move.v.02 rock.n.02 finish_up.v.02 read.v.10 another.s.01 state.n.04 epistle_of_james.n.01 baldwin.n.03 read.v.10 group.n.03 write.v.01 another.s.01 paragraph.n.01,0,-1
216,travel.v.01 another.s.01 state.n.04 travel.v.01 ghost.n.01 seem.v.03 wish.v.02 motion.n.06,0,-1
217,sometimes.r.01 think.v.03 move.v.07 another.s.01 nation.n.02 truly.r.01 thing.n.12 stop.v.01 even.r.03 family.n.01 fact.n.04 lose.v.07 mexican.a.01 food.n.03 think.v.03 feed.v.06 british.a.01 bean.n.01 make.v.18 anxious.s.02,0,-1
218,go.v.03 another.s.01 state.n.04 make.v.18 difference.n.04 try.v.01 get.v.03 away.r.01 move.v.15 one.s.05 stead.n.01 another.s.01 nothing.n.01,0,-1
219,literally.r.02 airport.n.01 still.r.04 hit.v.12 move.v.02 another.s.01 state.n.04,1,1
220,foe.n.02 lover.n.03 romantic.a.01 tension.n.04 move.v.07 another.s.01 state.n.04,0,-1
221,very.r.01 travel.v.01 take.v.29 luck.n.02 travel.v.01 another.s.01 state.n.04,1,1
222,move.v.07 another.s.01 state.n.04 next.r.01 year.n.03,0,-1
223,travel.v.01 another.s.01 state.n.04 travel.v.01 ghost.n.01 seem.v.03 wish.v.02 motion.n.06 till.n.01 university.n.03,0,-1
224,eleven.s.01 ten.s.01 recommend.v.03 move.v.15 another.s.01 state.n.04 better.s.03 decision.n.01 ever.r.01 make.v.16,1,1
225,found.a.01 apparel.n.01 want.v.05 bad.a.01 fact.n.04 move.v.07 another.s.01 state.n.04 win.v.01 able.s.04 lend.v.01 one-half.n.01 winter.n.01 apparel.n.01 deplorable.s.01,-1,1
226,hop.v.02 future.s.03 year.n.02 occupied.a.02 work.n.05 school.n.06 forget.v.04 supporter.n.01 another.s.01 state.n.04 back.r.06 entirely.r.02 hop.v.02 get.v.03 thing.n.09 get_down.v.07 continue.v.01 move.v.02 ahead.r.03 comparable.s.02 always.r.05,1,1
227,think.v.13 travel.v.01 another.s.01 state.n.04 travel.v.01 ghost.n.01 seem.v.03 wish.v.02 motion.n.06,0,-1
228,rather.r.02 wish.n.04 supporter.n.01 stimulate.v.03 move.v.07 another.s.01 state.n.04,1,1
229,hello.n.01 well.r.13 owe.v.01 fiddling.s.01 explanation.n.03 people.n.01 exit.v.01 commission.n.07 late.s.03 month.n.02 palpate.v.01 regretful.a.01 necessitate.v.01 sincere.a.01 apology.n.03 interfering.s.01 month.n.02 move.v.07 another.s.01 state.n.04 legalize.v.01 yield.v.10 text_file.n.01,-1,1
230,theme.n.03 move.v.15 another.s.01 state.n.04 make.v.18 nipple.n.02 heavily.r.07,-1,1
231,ambition.n.01 move.v.03 another.s.01 nation.n.02 give.v.27 son.n.02 good.s.09 possibility.n.04 originate.v.01 live.v.02 hello.n.01 disease.n.01 startle.v.02 commercial_enterprise.n.02 give.v.27 thousand.s.01,1,1
232,know.v.03 move.v.07 another.s.01 state.n.04 great.s.03 way.n.06 intercept.v.01 buy.v.05 useless.a.01 jack.n.01,-1,1
233,witness.v.02 school.n.03 child.n.04 move.v.07 another.s.01 state.n.04 overpowering.s.01 on-line.s.03 education.n.04 big.s.13 addition.n.02 school.n.03 option.n.02 exile.n.01 education.n.04,1,1
234,temper.n.02 move.v.02 another.s.01 state.n.04 begin.v.03 raw.s.12 life.n.03,0,-1
235,view.v.02 travel.v.01 another.s.01 country.n.02 look.v.01 sure.s.06 move.n.02 company.n.01 supply.v.01 premier.s.02 service.n.05 visit.v.07 web_site.n.01 touch.v.05 uranium.n.01 information.n.01 removal.n.02 information.n.01,0,-1
236,mayonnaise.n.01 become.v.04 president_of_the_united_states.n.02 move.v.07 another.s.01 state.n.04 fact.n.04,0,-1
237,design.n.02 california.n.01 move.v.15 sling.v.03 family.n.01 great.s.02 earthquake.n.02 turkey.n.05 another.s.01 state.n.04 make.v.18 florida.n.01 idol.n.01 willing.a.01 constantly.r.02 question.n.01 malefic.s.01 one.n.02,1,1
238,curious.s.03 plan.n.03 withdrawal.n.02 large.a.01 sum.n.01 money.n.03 state.n.04 police.n.01 belgium.n.01 zero.n.02 tax.v.04 testify.v.02 trader.n.01 thirty-three.s.01 lawsuit.n.01 twenty-five.s.01 fifty.s.01 move.v.02 another.s.01 state.n.04 help.v.06 heard.s.01 portugal.n.01 zero.n.02,0,-1
239,ohio.n.01 idol.n.01 move.v.07 another.s.01 state.n.04 tomorrow.n.02 sleep_together.v.01,-1,1
240,plot.v.04 move.v.07 another.s.01 state.n.04 state.n.04 suit.v.01 vibration.n.04,0,-1
241,work_force.n.01 take_down.v.02 think.v.02 move.v.07 another.s.01 state.n.04 cheat_on.v.01,0,-1
242,move.v.07 another.s.01 state.n.04 super.s.03 try.v.07 exclude.v.01 throng.v.01 witness.v.02 therapeutic.a.02 thinking.n.01 outfit.n.02 sodium.n.01 lend.v.01,1,1
243,yes.n.01 post.n.11 roentgen.n.01 annoy.v.01 ur.n.01 move.v.02 another.s.01 state.n.04 north_dakota.n.01 u.s.01 speak.v.03 terminology.n.01 annoy.v.01,-1,1
244,move.v.02 raw.s.12 state.n.04 planning.n.03 stay.v.04 another.s.01 state.n.04 inadequate.s.02 time_period.n.01 time.n.06 exciting.s.02 evenly.r.01 steel.v.01 bust_up.v.01 experience.n.03 set.n.05 way.n.06 organize.v.05,1,1
245,guess.n.02 move.v.07 another.s.01 state.n.04 fifteenth.s.01,0,-1
246,early.r.03 dawn.n.02 harangue.n.01 another.s.01 state.n.04 move.v.02 banish.v.02 planned.a.01 legislation.n.02 target.v.01 create.v.03 facilitative.s.01 model.n.01 creation.n.01 official.s.05 digital.a.03 currentness.n.01 issue.v.03 reserve.n.02 bank.n.05 india.n.01 run_batted_in.n.01 want.v.05 one.s.01 two.s.01,-1,1
247,intrigue.v.01 experience.v.01 people.n.01 across.r.02 identity.n.04 uranium.n.01 come.v.20 social.s.05 metier.n.02 talk.v.01 experience.n.03 travel.v.01 another.s.01 state.n.04 talk.v.01 arrant.s.01 frequently.r.01 time.v.05 state.n.04 american.a.01 dollar.n.01 world_power.n.01 local_anesthetic.n.01 try_on.v.01 talk.v.01,1,1
248,imagine.v.01 move.v.11 uranium.n.01 another.s.01 country.n.02 know.v.05 much.a.01 thanksgiving.n.01 visualize.v.01 insane.a.01 turkey.n.02 spectacle.n.01 parade.v.02,-1,1
249,possibly.r.01 move.v.07 another.s.01 state.n.04 regretful.a.01 theme.n.03,0,-1
250,get_down.v.07 first.a.01 soar.n.01 invite.n.01 new.s.11 job.n.02 nine.s.01 monday.n.01 two.s.01 hour.n.02 education.n.05 seminar.n.02 love.n.01 move.v.02 another.s.01 state.n.04 work.v.27 person.n.01 elevation.n.03 excess.s.01 room.n.04 potential.a.01 national.a.03 lockdown.n.01 positive.n.02 good.s.16 job.n.02 serious.a.01 protocol.n.03 see.v.17 family.n.02 ampere.n.02 kitten.n.01,1,1
251,pandemic.s.02 much.r.04 exclude.v.01 move.v.14 another.s.01 nation.n.02 live.v.02 entirely.r.02 first.a.01 prison_term.n.01 life_sentence.n.01 still.r.04 reasonably.r.01 stoke.v.01 pandemic.s.02,1,1
252,twelfth.s.01 family.n.01 move.v.07 across.r.02 state.n.04 study.v.03 move.v.07 another.s.01 state.n.04 year.n.03,0,-1
253,united_states.n.01 get.v.03 crap.n.01 together.r.05 whitethorn.n.01 want.v.05 study.v.03 move.v.07 another.s.01 state.n.04 joke.v.02,-1,1
254,literally.r.02 move.v.07 another.s.01 state.n.04 dad.n.01 even.r.03 worry.v.02,1,1
255,well.r.13 occur.v.02 inaugural.s.02 vacation.n.01 entirely.r.02 gripe.n.01 sad.a.01 sleep_together.v.01 warning.n.03 travel.v.01 another.s.01 state.n.04,-1,1
256,draw_a_bead_on.v.02 move.v.07 another.s.01 state.n.04 village.n.02 idiot.n.01 profess.v.07 technical.s.04 mission.n.03 phase.v.02 mask.n.02 seriously.r.01 nauseating.s.01 voltaic_pile.n.01,-1,1
257,two.s.01 year.n.03 anniversary.n.01 move.v.02 another.s.01 state.n.04 begin.v.03 new.s.05 life.n.07,0,-1
258,want.v.02 stop.v.01 dream.n.02 move.v.07 another.s.01 state.n.04 poor.a.03 bound.s.06 life_style.n.01,-1,1
259,move.v.07 another.s.01 state.n.04 sucking.n.01,-1,1
260,literally.r.02 move.v.07 another.s.01 state.n.04,-1,1
261,state.n.04 mess.v.02 unreal.a.02 hello.n.01 clown.n.02 ruin.v.04 state.n.04 february.n.01 dispossessed.s.01 get.v.32 away.r.07 way.n.06 intercept.v.01 move.v.07 another.s.01 state.n.04 permit.v.01 bullshit.n.01 bullshit.n.01 wish.v.02 wake.n.03,0,-1
262,basically.r.01 workweek.n.01 get_down.v.07 childhood.n.02 supporter.n.01 act.v.01 dubai.n.01 work.n.05 supporter.n.01 get_down.v.07 married.a.01 puppy_love.n.01 besides.r.02 act.v.01 another.s.01 state.n.04 think.v.03 buy.v.04 acid.n.02,0,-1
263,wish.v.02 roll.v.14 soil.n.02 punch.v.02 wall.n.01 crush.v.08 toilet.n.04 squint.v.03 center.n.01 literally.r.02 shout.v.02 registered_nurse.n.01 ride.v.01 professorship.n.01 travel.v.01 another.s.01 area.n.01,-1,1
264,move.v.07 florida.n.01 texas.n.01 another.s.01 state.n.04 wish.v.02 believe.v.05 option.n.02 surely.r.01 solution.n.02 united_states.n.01 mess.n.05 malice.n.01 lockdown.n.01 mandate.n.03 abysmal.s.02 healthcare.n.01 rudiment.n.01 agency.n.01,-1,1
265,sexual_love.n.02 writer.n.01 cry.n.02 attempt.n.01 confirm.v.05 address.n.05 bc.r.01 live.v.02 family.n.01 twenty.s.01 year.n.01 dare.n.01 job.n.02 double.s.07 hindrance.n.01 subsequently.r.01 act.v.01 across.r.02 earth.n.01 another.s.01 nation.n.02 update.v.01 address.n.05,0,-1
