text povided as input,polarity,subjectivity
"If you were moving to another country, but could only pack one carry-on sized bag, what would you pack? — Everything I own, in one massive fucking bag. You can't stop me. https://t.co/LJ2R74B1pG",NEGATIVE,OPINIONATED
Moving to another country so i never have to tip again,NEGATIVE,OPINIONATED
"jusq. i dreamed about being in the nerds’ group from @Stranger_Things. the scenario was i was saying my goodbyes because i’m moving out to another country. man i cried so hard in that dream and when i woke up, there was tears.",NEGATIVE,OPINIONATED
moving to another country and going ghost is seeming more and more like the move to make,NEUTRAL,NEUTRAL
"Productive Saturday, almost. Did NYT &amp; WSJ Xwords, got leaky tire fixed, wrote a paragraph, mailed book off to new friend. watched 4Q of OSU-UM game, cleared up driveway by moving rocks, finished reading ""Another Country"" for James Baldwin reading group, wrote another paragraph.",NEUTRAL,NEUTRAL
Moving to another country and going ghost is seeming more and more like the move.,NEUTRAL,NEUTRAL
Sometimes I think about moving to another country but genuinely the only thing stopping me is not even my family is the fact that I will lose mexican food. Just thinking about eating british beans makes me anxious https://t.co/LnykQqjVCa,NEUTRAL,NEUTRAL
Going to another country doesn’t make any difference. I’ve tried all that. You can’t get away from yourself by moving from one place to another. There’s nothing to that.,NEUTRAL,NEUTRAL
I’m literally at the airport and it STILL hasn’t hit me that I’m moving to another country lol,POSITIVE,OPINIONATED
The enemies to lovers romantic tension between me and moving to another country,NEUTRAL,NEUTRAL
I really am going to take chances of moving to another country.,POSITIVE,OPINIONATED
"Thats it, im moving to another country next year",NEUTRAL,NEUTRAL
moving to another country and going ghost is seeming more and more like the move . What till I’m done with university,NEUTRAL,NEUTRAL
11/10 recommend moving to another country. Best decision I’ve ever made.,POSITIVE,OPINIONATED
found clothes i want so bad. :—-( And the fact that i’m moving to another country in 2022. Def won’t be able to bring half of my winter clothes. Sad,NEGATIVE,OPINIONATED
Hoping next year I'll so occupied with work and school that I forget that my friend is now in another country and I'm back to being alone again. Hoping I don't let these things get to me and I keep moving forward like I've always done,POSITIVE,OPINIONATED
What you think? moving to another country and going ghost is seeming more and more like the move...,NEUTRAL,NEUTRAL
kinda wish i didnt have friends here so i would be excited about moving to another country,POSITIVE,OPINIONATED
"Hello! Well I owe a little explanation to the people I left without commission in recent months, I feel sorry, I ask for my sincere apologies. I was very busy since in a few months I am moving to another country, and I have to legalize and pay for documents.",NEGATIVE,OPINIONATED
The idea of moving to another country makes my nipples hard,NEGATIVE,OPINIONATED
"Hey @Veefriends here is my ambition for 2022, moving to another country to give my Son a better possibility to grow and live with his disease. Start my own business and give 1000%! LFG!",POSITIVE,OPINIONATED
Knowing that I'm moving to another country is a great way of stopping my from buying useless shit,NEGATIVE,OPINIONATED
Finding a school for your child when moving to another country can be overwhelming. Online education is a great addition to your school options. #expat #education https://t.co/gBLwr1uUSb,POSITIVE,OPINIONATED
Mood for moving to another country and start a new life,NEUTRAL,NEUTRAL
Are you considering moving to another country? Looking for a trusted relocation company that can provide you with a premier service? Visit our website or contact us for more information. #removals https://t.co/LdneWu4Uvz info@moveuszambia.com +260974549729 \ +260962895694 https://t.co/tq93hQxE1o,NEUTRAL,NEUTRAL
If mayo Pete becomes president I'm moving to another country. Facts,NEUTRAL,NEUTRAL
"What's their plan to do to California That she is moving, Feinstein sling her house. A great earthquake, Bomb by another country. She won't make it to Florida. God Willing! Always Question's these evil ones.",POSITIVE,OPINIONATED
I’m curious about your plans of withdrawal big amounts of money and your country laws about crypto. Here in Belgium you’re 0% taxed if you can prove you’re not a trader (33% in that case) or an entreprise (25 to 50%) Moving to another country could help? I’ve heard Portugal 0% ?,NEUTRAL,NEUTRAL
oh god. moving to another country tomorrow. fuck what am i doing,NEGATIVE,OPINIONATED
just plotting on moving to another country.. or a state that fits the vibe,NEUTRAL,NEUTRAL
Men will disgrace you! Imagine moving to another country for a ma. and he cheats chai.,NEUTRAL,NEUTRAL
everything about moving to another country is super stressing….except for packing…idk I just find it so therapeutic thinking about the outfits I’m gonna bring LMAOOO,POSITIVE,OPINIONATED
Yes my posts r annoying but when ur moving to another country nd u have to speak the language you’d be annoying too,NEGATIVE,OPINIONATED
Are you moving to a new country or planning to stay in another country for a shorter period of time? It can be an exciting and equally nerve-wracking experience. There are lots of ways that you can prepare for this! https://t.co/KvLgMyxPqc https://t.co/64icMwNdwS,POSITIVE,OPINIONATED
Guess we moving to another country for the 15th! #SpiderManNoWayHome #MarvelStudios #SpiderMan https://t.co/2KRSAS1Ow1,NEUTRAL,NEUTRAL
"Early morning rant: another country is moving to ban crypto because: The planned legislation aims ""to create a facilitative framework for the creation of the official digital currency to be issued by the Reserve Bank of India (RBI)"" LOL, they just want 1/2",NEGATIVE,OPINIONATED
It’s fascinating to see people (across identities) from the US come on social media and talk about their experience moving to another country and talk about how it’s perfect When Often times it’s countries where the American dollar has more power and when locals try and talk…,POSITIVE,OPINIONATED
Imagine moving to the US from another country not knowing too much about Thanksgiving and seeing this insane Turkey spectacle/parading? https://t.co/vpUW9qxyPO,NEGATIVE,OPINIONATED
maybe moving to another country isnt such a bad idea,NEUTRAL,NEUTRAL
"Got my first Zoom invite for the new job! 9.30am Monday, 2 hour training seminar. Love that I’m moving to another country to work from someone else’s spare room amidst a potential national lockdown. Positives - good job, serious Covid protocols, see family &amp; there’s a kitten. https://t.co/cfbHCMAyEo",POSITIVE,OPINIONATED
"Since the pandemic, I’ve— Not done much except moving to another country to live ""alone"" for the first time in my life Still pretty stoked I did it during the pandemic",POSITIVE,OPINIONATED
Not me being a 12th house stellium who moved across the country and is considering moving to another country in a few years.,NEUTRAL,NEUTRAL
Until America gets its crap together you may want to consider moving to another country. I'm not joking.,NEGATIVE,OPINIONATED
I'm literally moving to another country and my dad didn't even care,POSITIVE,OPINIONATED
Well coming upon my first holiday alone…a bitch be sad as fuck. Warning when moving to another country,NEGATIVE,OPINIONATED
I aspire to moving to another country with fewer village idiots pretending they are expert in charge. Phasing masks out!!??!!?? Seriously you are vile #SafeEdForAll a pile of,NEGATIVE,OPINIONATED
It’s the 2 year anniversary of me moving to another country by myself to start a new life,NEUTRAL,NEUTRAL
I need to stop dreaming of moving to another country. Poor is my destined lifestyle.,NEGATIVE,OPINIONATED
Moving to another country sucks,NEGATIVE,OPINIONATED
IM LITERALLY MOVING TO ANOTHER COUNTRY I CANNOT,NEGATIVE,OPINIONATED
This Country is so messed up. Unreal !!!! Joe and his clowns ruined this country. By Feb most will be homeless.why is he getting away with this ??? Is there no way of stopping him. If not I’m moving to another country. Where they would not allow such bull shit like this. Wake up,NEUTRAL,NEUTRAL
