id,User,Date Created,Number of Likes,Source of Tweet,Tweet,sentiment_1,opinion_1,sentiment_2,opinion_2,inter_annotator_agreement
178,bbangracha,1/3/2023 10:32,12,Twitter for Android,"When liberals get fed-up with America's direction, they threaten to move to another country.  When conservatives get fed-up with America's direction, they threaten to kill everyone.",neutral,neutral,neutral,neutral,1
179,YouBastard12,1/3/2023 10:30,0,Twitter for Android,should i do that too? move to another country for living my dream huhu,positive,opinionated,positive,opinionated,1
180,sweeetheaven,1/3/2023 10:29,0,Twitter Web App,I wish I could move with my whole family. Like I am so tired of everyone and everything around me and I wanna pack up all my shit and leave to another country but i don't wanna miss my famiwy:((,positive,opinionated,positive,opinionated,1
181,berrybicth,1/3/2023 10:21,3,Twitter for iPhone,don't be surprised if y'all see me move to another country,positive,opinionated,positive,opinionated,1
182,jmmjocelyn,1/3/2023 9:44,5,Twitter for iPhone,"Can't we just give Zelensky another country to ruin? It'd be cheaper than sending him a billion dollars a week.  ""Dear Mr. Zelensky, tomorrow you move to Somalia and take your followers.""  We'll call it SomalZenskyville. Take sun screen, problem solved.",positive,opinionated,positive,opinionated,1
183,skippero2626,1/3/2023 9:18,3,Twitter for Android,"My disdain of packing, does not go well with the fact that we have to move our stuff to another country in a few months ",negative,opinionated,negative,opinionated,1
184,e_bunnyyy,1/3/2023 9:13,1,Twitter for iPhone,"Ask yourself: If you felt unwanted in your own country, would you pack your bags and move to another country where inclusion and acceptance was more than just words?  Would you follow the love?",neutral,neutral,neutral,neutral,1
186,ama_chef2,1/3/2023 7:27,0,Twitter Web App,"""would u move to another country for a person, why"" - If I was already in a serious relationship with them and they wanted to emigrate, or they needed to move for work or whatever other reason, sure. I'd probably move away with a best friend ... #tellonym  https://t.co/4Sxy8nTIpX",positive,opinionated,positive,opinionated,1
187,D_HasComeTo,1/3/2023 6:21,0,Twitter for Android,Perpetual state of its time to move to another country for a couple of months again ,positive,opinionated,positive,opinionated,1
188,chevssxo,1/3/2023 6:16,1,Twitter for iPhone,"Maybe you can move to another country then , Russia, China etc",positive,opinionated,positive,opinionated,1
189,cindycher1,1/3/2023 5:17,0,Twitter for iPhone,I'm ready to sell all my stuff and move to another country.,positive,opinionated,positive,opinionated,1
190,MrITINERANT,1/3/2023 4:39,0,Twitter for iPhone,The urge to move to another country and start a new life,positive,opinionated,positive,opinionated,1
191,vallenhanks,1/3/2023 3:33,0,Twitter for iPhone,If I ever posted a tiktok that blew up and the comments were all like this i would immediately change my name and move to another country where no one could find me https://t.co/C6WJwPT85R,positive,opinionated,positive,opinionated,1
192,alyssaniriain,1/3/2023 3:26,14,Twitter for iPhone,I want to move to another country and disappear...,positive,opinionated,positive,opinionated,1
193,UnknownEmo3,1/3/2023 3:07,5,Twitter for Android,My friend trying to convince me maybe my soul mate is in another country.  I've attempted that twice already. Can we just move on and accept I'll just be a crazy corgi lady?,negative,opinionated,negative,opinionated,1
194,nomadrn8,1/3/2023 2:52,0,Twitter for iPhone,The way I want to abandon everything and move to another country,positive,opinionated,positive,opinionated,1
195,Intoxicating_,1/3/2023 2:14,0,Twitter for iPhone,Kinda want to move into another country,positive,opinionated,positive,opinionated,1
196,himClayD,1/3/2023 1:58,0,Twitter for iPhone,I would move to another country.,positive,opinionated,positive,opinionated,1
197,GoodVsEvil07,1/3/2023 0:28,0,Twitter Web App,"16 years its taken us to get everything ready so I could sacrifice everything for love and move to another country.   It wasnt easy, its still not easy. I have strict rules in the UK - I have to follow, in life and even driving.",negative,opinionated,negative,opinionated,1
198,jel_meow,28/2/2023 23:56,0,Twitter for iPhone,imagine u need to wake up at 3 AM bcs your schools gonna start at 5 AM i would rather MOVE to another country smh,positive,opinionated,positive,opinionated,1
200,BartSimpsson,28/2/2023 22:48,0,Twitter for Android,no but i just want to disappear i want everyone to forget about my existence and move to another country or something,positive,opinionated,positive,opinionated,1
201,Jonik32352469,28/2/2023 20:38,1439,Twitter for iPad,"one of my only goals for this year is to save up enough to comfortably move to another country, i am so done w the uk like it's so embarrassing here i cba anymore",positive,opinionated,positive,opinionated,1
202,sagekalifa,28/2/2023 19:22,7,Twitter for iPhone,why move to another country if not to be a silly confused little guy in the majority of situations,neutral,neutral,neutral,neutral,1
203,Hooch01Kathy,28/2/2023 17:32,0,Twitter for iPhone,"one day i'll wake up, move to another country and my family will never hear from me again",positive,opinionated,positive,opinionated,1
204,m0rb1dangell,28/2/2023 15:59,4,Twitter for iPhone,"I wish I could take the kids I teach and move them to another country with me too because despite my usual optimism, things really ain't it round here (= this island, big big Engerland).",positive,opinionated,positive,opinionated,1
205,LiberatedSoul_,28/2/2023 15:46,1,Twitter for Android,all it would take is like one girl friend telling me to move to another country with her and i would actually go,positive,opinionated,positive,opinionated,1
206,xoexv,28/2/2023 15:06,0,Twitter Web App,I'd move to another country in a heartbeat ...,positive,opinionated,positive,opinionated,1
208,noelar247,28/2/2023 14:16,6,Twitter for iPhone,"you know what, i will never meet my distant family again  i cant bear the humiliation lmaoo. hmm maybe i should move to another country and start a new life",neutral,neutral,neutral,neutral,1
209,ayobuymebooks,28/2/2023 14:09,0,Twitter for Android,"Man, I could never do what she did. Move to another country and depend on someone buying what I need. I would feel so out of control, and I would probably panic.  #Jen #rishi #90DayFianceTheOtherWay #90daytheotherway #90dayfiancetow https://t.co/Zq6ejzj4t5",negative,opinionated,negative,opinionated,1
210,90DayMultiverse,28/2/2023 13:43,3,Twitter for Android,"Bitch, move to  another country and change ya fuckin name ",positive,opinionated,positive,opinionated,1
211,_justcallmesol,28/2/2023 13:31,0,Twitter for iPhone,the urge to move to another country start a new life and never speak to anyone ever again,positive,opinionated,positive,opinionated,1
212,jamielob,28/2/2023 12:48,11,Twitter for iPhone,"me, trying to be an independent woman who wants to move to another country and start my own life   Also me, on my sisters WhatsApp group: paiti main dard ho rahi hai dawai do ",positive,opinionated,positive,opinionated,1
213,whyfaii,28/2/2023 12:37,2,Twitter for iPhone,You really should move to another country. You're so unhappy.  Speaking of moving...  TRUTH SOCIAL---------------------------------&gt;&gt;&gt;&gt;&gt;  OFF YOU GO!!!  Trump's there. You'll be happier there.  WE DON'T WANT YOU HERE!!!,positive,opinionated,positive,opinionated,1
215,HCActual,28/2/2023 12:18,0,Twitter Web App,"This time, 12 years ago, I moved 4000 miles to Louisiana for a loser...ain't no way I'd move to another country for some idiot who ain't even cute. #90DayFiance  #alsofuckLA",negative,opinionated,negative,opinionated,1
216,Emdooodle,28/2/2023 9:41,0,Twitter for Android,If you hate the Constitution so so much #LargeMarge move to another country. You better look long and hard. Not many people like your whack-job ignorant BS,positive,opinionated,positive,opinionated,1
217,Melissa34850774,28/2/2023 7:00,1,Twitter Web App,Tbh if I wasn't scared I would gather up my savings &amp; move to another country,positive,opinionated,positive,opinionated,1
218,zaniyyahxo,28/2/2023 6:28,1,Twitter Web App,"It's scary breaking any type of news to potential in-laws; but if you decided to up-end your life to move to another country you should've sorted that out beforehand, so spare me with the ""I left everything behind"" talk. Be responsible. #90DayFiance #90DayFianceTheOtherWay https://t.co/Gs430td8Qk",negative,opinionated,negative,opinionated,1
219,90dayfianceWTF,28/2/2023 3:32,59,Twitter for iPhone,she should drop out of school and move to another country to move on from this https://t.co/OKg0VE2CUY,positive,opinionated,positive,opinionated,1
220,sejuvrs,28/2/2023 3:26,54,Twitter for iPhone,"Was just thinking about this yesterday. If I had the opportunity to move to another country, I would probably take it.",positive,opinionated,positive,opinionated,1
221,TheCRNews,28/2/2023 1:34,2,Twitter Web App,If I get this union or sanitation job as I retire I think ima move to another country and live off my pension,positive,opinionated,positive,opinionated,1
222,Ragzzzzzzzz,28/2/2023 0:27,0,Twitter for iPhone,sometimes i think about moving to another country where i don't know anyone and not telling anyone where or wen i move. i think dat would be cool.,positive,opinionated,positive,opinionated,1
223,Taylod61,27/2/2023 23:48,0,Twitter for iPad,I just wanna move to another country and nobody ever here from me again.,positive,opinionated,positive,opinionated,1
224,DerrickEvans_WV,27/2/2023 23:31,3360,Twitter for iPhone,I probably wouldn't put my child in boat in the hands of people smugglers and try to illegally enter another country. If I wanted to move to Italy I'd apply for residency permits and visas like any other right minded person would ,negative,opinionated,negative,opinionated,1
225,SNationalist91,27/2/2023 23:06,1,Twitter for Android,"I feel like Im gonna up and move to another country soon. Mabe Africa.  Amere and I almost moved to China back before the pandemic hit, worked on my Mandarin and everything.  I still wanna move, working on my businesses, so I can work from anywhere, and Im gone!",positive,opinionated,positive,opinionated,1
227,m_anderson2015,27/2/2023 19:54,2,Twitter for Android,The urge to move to another country,positive,opinionated,positive,opinionated,1
228,nottaykittie,27/2/2023 14:45,4,Twitter for iPhone,I need to move to another country I'm starting to hate the US,positive,opinionated,positive,opinionated,1
229,princesskillz1,27/2/2023 13:56,0,Twitter for iPhone,I truly wanted to move to another country with this nigga . Like I want this person to my fucking self ! I'm sick of sharing this mf with the world on god ! It's part of the reason I be so distant. It's annoying asf ! I had a set plan ! Everything is to SHIT now !,positive,opinionated,positive,opinionated,1
